"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 25 21:21:26 GMT 2024","Thu Apr 25 21:21:32 GMT 2024","5950","","UI Tests","","FileUploadTests","UploadFileNegativeTest","UploadFileNegativeTest","Fail to upload test cases test
"
"passed","Thu Apr 25 21:21:38 GMT 2024","Thu Apr 25 21:21:38 GMT 2024","92","","API Tests","","TestCaseTests","UpdateTestCaseTest","UpdateTestCaseTest",""
"passed","Thu Apr 25 21:21:29 GMT 2024","Thu Apr 25 21:21:35 GMT 2024","6764","","UI Tests","","FileUploadTests","UploadFilePositiveTest","UploadFilePositiveTest","Upload test cases test
"
"passed","Thu Apr 25 21:21:29 GMT 2024","Thu Apr 25 21:21:36 GMT 2024","6878","","UI Tests","","ProjectTests","CreateProjectTest","CreateProjectTest","Create entity (new project) test
"
"passed","Thu Apr 25 21:21:17 GMT 2024","Thu Apr 25 21:21:24 GMT 2024","7613","","UI Tests","","BoundaryValueTests","MaxOOBValueTest","MaxOOBValueTest","Maximum Out of Bounds (11) boundary value Test
"
"passed","Thu Apr 25 21:21:17 GMT 2024","Thu Apr 25 21:21:25 GMT 2024","7808","","UI Tests","","BoundaryValueTests","MinOOBValueTest","MinOOBValueTest","Minimum Out of Bounds (1) boundary value Test
"
"passed","Thu Apr 25 21:21:32 GMT 2024","Thu Apr 25 21:21:38 GMT 2024","5527","","UI Tests","","ProjectTests","DeleteProjectTest","DeleteProjectTest","Delete entity (project) test
"
"passed","Thu Apr 25 21:21:38 GMT 2024","Thu Apr 25 21:21:38 GMT 2024","83","","API Tests","","TestCaseTests","GetTestCaseTest","GetTestCaseTest",""
"passed","Thu Apr 25 21:21:21 GMT 2024","Thu Apr 25 21:21:29 GMT 2024","7514","","UI Tests","","BoundaryValueTests","MinValueTest","MinValueTest","Minimum (2) boundary value Test
"
"passed","Thu Apr 25 21:21:25 GMT 2024","Thu Apr 25 21:21:29 GMT 2024","4036","","UI Tests","","LoginTests","SuccessfulLoginTest","SuccessfulLoginTest","Base positive login test
"
"passed","Thu Apr 25 21:21:17 GMT 2024","Thu Apr 25 21:21:21 GMT 2024","4491","","UI Tests","","InvalidCredentialsTest","InvalidLoginTest","InvalidLoginTest","Negative login test
"
"passed","Thu Apr 25 21:21:17 GMT 2024","Thu Apr 25 21:21:26 GMT 2024","9291","","UI Tests","","BoundaryValueTests","MaxValueTest","MaxValueTest","Maximum (10) boundary value Test
"
"broken","Thu Apr 25 21:21:24 GMT 2024","Thu Apr 25 21:21:37 GMT 2024","12788","","UI Tests","","LoginTests","FailedLoginTest","FailedLoginTest","Defect login test
"
"passed","Thu Apr 25 21:21:38 GMT 2024","Thu Apr 25 21:21:38 GMT 2024","199","","API Tests","","TestCaseTests","DeleteTestCaseTest","DeleteTestCaseTest",""
"passed","Thu Apr 25 21:21:38 GMT 2024","Thu Apr 25 21:21:38 GMT 2024","194","","API Tests","","TestCaseTests","CreateNewTestCaseTest","CreateNewTestCaseTest",""
