"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 19 17:13:36 GMT 2024","Fri Apr 19 17:13:39 GMT 2024","2900","","","","InvalidCredentialsTest","InvalidLoginTest","InvalidLoginTest","Negative login test
"
"passed","Fri Apr 19 17:13:30 GMT 2024","Fri Apr 19 17:13:37 GMT 2024","6460","","","","DeleteProjectTest","RemoveProjectTest","RemoveProjectTest","Delete entity (project) test
"
"passed","Fri Apr 19 17:13:37 GMT 2024","Fri Apr 19 17:13:41 GMT 2024","4243","","","","LoginTest","SuccessfulLoginTest","SuccessfulLoginTest","Base positive login test
"
"passed","Fri Apr 19 17:13:15 GMT 2024","Fri Apr 19 17:13:30 GMT 2024","15645","","","","BoundaryValueTests","MaxOOBValueTest","MaxOOBValueTest","Maximum Out of Bounds Value Test
"
"passed","Fri Apr 19 17:13:15 GMT 2024","Fri Apr 19 17:13:30 GMT 2024","15804","","","","CreateNewProjectTest","CreateProjectTest","CreateProjectTest","Create entity (new project) test
"
"passed","Fri Apr 19 17:13:15 GMT 2024","Fri Apr 19 17:13:30 GMT 2024","15890","","","","FileUploadTests","UploadFileNegativeTest","UploadFileNegativeTest","Create entity (new project) test
"
"passed","Fri Apr 19 17:13:30 GMT 2024","Fri Apr 19 17:13:38 GMT 2024","7599","","","","BoundaryValueTests","MinValueTest","MinValueTest","Minimum (2) Value test
"
"passed","Fri Apr 19 17:13:15 GMT 2024","Fri Apr 19 17:13:30 GMT 2024","15894","","","","FileUploadTests","UploadFilePositiveTest","UploadFilePositiveTest","Create entity (new project) test
"
"passed","Fri Apr 19 17:13:30 GMT 2024","Fri Apr 19 17:13:36 GMT 2024","6018","","","","BoundaryValueTests","MinOOBValueTest","MinOOBValueTest","Minimum Out of Bounds (1) Value Test
"
"passed","Fri Apr 19 17:13:30 GMT 2024","Fri Apr 19 17:13:38 GMT 2024","7630","","","","BoundaryValueTests","MaxValueTest","MaxValueTest","Maximum (10) Value test
"
