"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 26 16:17:01 GMT 2024","Fri Apr 26 16:17:01 GMT 2024","136","","API Tests","","TestCaseTests","CreateNewTestCaseTest","CreateNewTestCaseTest","Create entity (test case) test
"
"passed","Fri Apr 26 16:16:53 GMT 2024","Fri Apr 26 16:16:59 GMT 2024","6809","","UI Tests","","ProjectTests","CreateProjectTest","CreateProjectTest","Create entity (new project) test
"
"passed","Fri Apr 26 16:16:45 GMT 2024","Fri Apr 26 16:16:51 GMT 2024","6205","","UI Tests","","FileUploadTests","UploadFilePositiveTest","UploadFilePositiveTest","Upload test cases test
"
"passed","Fri Apr 26 16:16:54 GMT 2024","Fri Apr 26 16:17:00 GMT 2024","5967","","UI Tests","","ProjectTests","DeleteProjectTest","DeleteProjectTest","Delete entity (project) test
"
"passed","Fri Apr 26 16:16:40 GMT 2024","Fri Apr 26 16:16:47 GMT 2024","6913","","UI Tests","","LoginTests","FailedLoginTest","FailedLoginTest","Defect login test
"
"passed","Fri Apr 26 16:16:47 GMT 2024","Fri Apr 26 16:16:54 GMT 2024","7376","","UI Tests","","BoundaryValueTests","MaxValueTest","MaxValueTest","Maximum (10) boundary value Test
"
"passed","Fri Apr 26 16:16:40 GMT 2024","Fri Apr 26 16:16:46 GMT 2024","6305","","UI Tests","","LoginTests","SuccessfulLoginTest","SuccessfulLoginTest","Base positive login test
"
"passed","Fri Apr 26 16:16:50 GMT 2024","Fri Apr 26 16:16:56 GMT 2024","6338","","UI Tests","","BoundaryValueTests","MinOOBValueTest","MinOOBValueTest","Minimum Out of Bounds (1) boundary value Test
"
"passed","Fri Apr 26 16:17:01 GMT 2024","Fri Apr 26 16:17:01 GMT 2024","73","","API Tests","","TestCaseTests","UpdateTestCaseTest","UpdateTestCaseTest","Update entity (test case) test
"
"passed","Fri Apr 26 16:17:00 GMT 2024","Fri Apr 26 16:17:01 GMT 2024","449","","API Tests","","ProjectTests","AddProjectTest","AddProjectTest","Create entity (project) test
"
"passed","Fri Apr 26 16:16:46 GMT 2024","Fri Apr 26 16:16:53 GMT 2024","6207","","UI Tests","","BoundaryValueTests","MaxOOBValueTest","MaxOOBValueTest","Maximum Out of Bounds (11) boundary value Test
"
"passed","Fri Apr 26 16:16:51 GMT 2024","Fri Apr 26 16:16:58 GMT 2024","7371","","UI Tests","","BoundaryValueTests","MinValueTest","MinValueTest","Minimum (2) boundary value Test
"
"passed","Fri Apr 26 16:17:01 GMT 2024","Fri Apr 26 16:17:01 GMT 2024","89","","API Tests","","ProjectTests","DeleteProjectTest","DeleteProjectTest","Delete entity (project) test
"
"passed","Fri Apr 26 16:17:01 GMT 2024","Fri Apr 26 16:17:01 GMT 2024","90","","API Tests","","TestCaseTests","GetTestCaseTest","GetTestCaseTest","Get entity (test case) test
"
"passed","Fri Apr 26 16:17:01 GMT 2024","Fri Apr 26 16:17:01 GMT 2024","194","","API Tests","","TestCaseTests","DeleteTestCaseTest","DeleteTestCaseTest","Delete entity (test case) test
"
"passed","Fri Apr 26 16:16:40 GMT 2024","Fri Apr 26 16:16:50 GMT 2024","9616","","UI Tests","","FileUploadTests","UploadFileNegativeTest","UploadFileNegativeTest","Fail to upload test cases test
"
"passed","Fri Apr 26 16:16:40 GMT 2024","Fri Apr 26 16:16:45 GMT 2024","4545","","UI Tests","","InvalidCredentialsTest","InvalidLoginTest","InvalidLoginTest","Negative login test
"
"passed","Fri Apr 26 16:17:01 GMT 2024","Fri Apr 26 16:17:01 GMT 2024","65","","API Tests","","ProjectTests","GetMissingProjectTest","GetMissingProjectTest","Get missing entity (project) test
"
