"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 26 17:13:24 GMT 2024","Fri Apr 26 17:13:29 GMT 2024","4971","","UI Tests","","InvalidCredentialsTest","InvalidLoginTest","InvalidLoginTest","Negative login test
"
"passed","Fri Apr 26 17:13:39 GMT 2024","Fri Apr 26 17:13:45 GMT 2024","6404","","UI Tests","","ProjectTests","CreateProjectTest","CreateProjectTest","Create entity (new project) test
"
"passed","Fri Apr 26 17:13:32 GMT 2024","Fri Apr 26 17:13:39 GMT 2024","6911","","UI Tests","","BoundaryValueTests","MinOOBValueTest","MinOOBValueTest","Minimum Out of Bounds (1) boundary value Test
"
"broken","Fri Apr 26 17:13:35 GMT 2024","Fri Apr 26 17:13:48 GMT 2024","12964","","UI Tests","","LoginTests","FailedLoginTest","FailedLoginTest","Defect login test
"
"passed","Fri Apr 26 17:13:41 GMT 2024","Fri Apr 26 17:13:47 GMT 2024","5929","","UI Tests","","ProjectTests","DeleteProjectTest","DeleteProjectTest","Delete entity (project) test
"
"passed","Fri Apr 26 17:13:24 GMT 2024","Fri Apr 26 17:13:34 GMT 2024","9713","","UI Tests","","FileUploadTests","UploadFileNegativeTest","UploadFileNegativeTest","Fail to upload test cases test
"
"passed","Fri Apr 26 17:13:48 GMT 2024","Fri Apr 26 17:13:48 GMT 2024","88","","API Tests","","ProjectTests","DeleteProjectTest","DeleteProjectTest","Delete entity (project) test
"
"passed","Fri Apr 26 17:13:29 GMT 2024","Fri Apr 26 17:13:36 GMT 2024","7200","","UI Tests","","BoundaryValueTests","MaxValueTest","MaxValueTest","Maximum (10) boundary value Test
"
"passed","Fri Apr 26 17:13:24 GMT 2024","Fri Apr 26 17:13:35 GMT 2024","10799","","UI Tests","","FileUploadTests","UploadFilePositiveTest","UploadFilePositiveTest","Upload test cases test
"
"passed","Fri Apr 26 17:13:49 GMT 2024","Fri Apr 26 17:13:49 GMT 2024","172","","API Tests","","TestCaseTests","DeleteTestCaseTest","DeleteTestCaseTest","Delete entity (test case) test
"
"passed","Fri Apr 26 17:13:24 GMT 2024","Fri Apr 26 17:13:32 GMT 2024","8132","","UI Tests","","BoundaryValueTests","MaxOOBValueTest","MaxOOBValueTest","Maximum Out of Bounds (11) boundary value Test
"
"passed","Fri Apr 26 17:13:49 GMT 2024","Fri Apr 26 17:13:49 GMT 2024","84","","API Tests","","TestCaseTests","GetTestCaseTest","GetTestCaseTest","Get entity (test case) test
"
"passed","Fri Apr 26 17:13:36 GMT 2024","Fri Apr 26 17:13:41 GMT 2024","4725","","UI Tests","","LoginTests","SuccessfulLoginTest","SuccessfulLoginTest","Base positive login test
"
"passed","Fri Apr 26 17:13:48 GMT 2024","Fri Apr 26 17:13:48 GMT 2024","65","","API Tests","","ProjectTests","GetMissingProjectTest","GetMissingProjectTest","Get missing entity (project) test
"
"passed","Fri Apr 26 17:13:48 GMT 2024","Fri Apr 26 17:13:49 GMT 2024","182","","API Tests","","TestCaseTests","CreateNewTestCaseTest","CreateNewTestCaseTest","Create entity (test case) test
"
"passed","Fri Apr 26 17:13:49 GMT 2024","Fri Apr 26 17:13:49 GMT 2024","64","","API Tests","","TestCaseTests","UpdateTestCaseTest","UpdateTestCaseTest","Update entity (test case) test
"
"passed","Fri Apr 26 17:13:48 GMT 2024","Fri Apr 26 17:13:48 GMT 2024","429","","API Tests","","ProjectTests","AddProjectTest","AddProjectTest","Create entity (project) test
"
"passed","Fri Apr 26 17:13:34 GMT 2024","Fri Apr 26 17:13:41 GMT 2024","7326","","UI Tests","","BoundaryValueTests","MinValueTest","MinValueTest","Minimum (2) boundary value Test
"
